
Operation; Operation Status; Created; Accepted; Start Load; Start Drive; Start Unload; End Operation; Start Latitude; Start Longitude; Current Latitude; Current Longitude; Speed; Accuracy; Old Distance to Target; Distance to Target; Old Distance to Shengen; Distance to Shengen; Old Distance to NonShengen; Distance to NonShengen; Predicted Distance; Alert Nb; Loop Time; Measurement Time

1; 2; 19:09; 21:19; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,1739303; 20,971774; 0; 156; 0; 613,51; 0; 398,46; 0; 216,63; 398,46; 1; 1217; 21:39:19

1; 2; 19:09; 21:19; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,1739303; 20,971774; 0; 156; 613,51; 613,51; 398,46; 398,46; 216,63; 216,63; 398,46; 1; 0; 21:39:31

1; 2; 19:09; 21:19; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,1739303; 20,971774; 0; 156; 613,51; 613,51; 398,46; 398,46; 216,63; 216,63; 398,46; 1; 0; 21:39:35

1; 2; 19:09; 21:19; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,1739303; 20,971774; 0; 156; 613,51; 613,51; 398,46; 398,46; 216,63; 216,63; 398,46; 1; 0; 21:39:38

1; 2; 19:09; 21:19; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,1739303; 20,971774; 0; 156; 613,51; 613,51; 398,46; 398,46; 216,63; 216,63; 398,46; 1; 0; 21:39:42

1; 2; 19:09; 21:19; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,1739303; 20,971774; 0; 156; 613,51; 613,51; 398,46; 398,46; 216,63; 216,63; 398,46; 1; 0; 21:39:46

1; 2; 19:09; 21:19; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,1739303; 20,971774; 0; 156; 613,51; 613,51; 398,46; 398,46; 216,63; 216,63; 398,46; 1; 0; 21:39:50

1; 2; 19:09; 21:19; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,1739303; 20,971774; 0; 156; 613,51; 613,51; 398,46; 398,46; 216,63; 216,63; 398,46; 1; 0; 21:39:54

1; 2; 19:09; 21:19; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,1739303; 20,971774; 0; 156; 613,51; 613,51; 398,46; 398,46; 216,63; 216,63; 398,46; 1; 0; 21:39:58

1; 2; 19:09; 21:19; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,1739303; 20,971774; 0; 156; 613,51; 613,51; 398,46; 398,46; 216,63; 216,63; 398,46; 1; 16; 21:40:02

