
Operation; Operation Status; Created; Accepted; Start Load; Start Drive; Start Unload; End Operation; Start Latitude; Start Longitude; Current Latitude; Current Longitude; Speed; Accuracy; Old Distance to Target; Distance to Target; Old Distance to Shengen; Distance to Shengen; Old Distance to NonShengen; Distance to NonShengen; Predicted Distance; Alert Nb; Loop Time; Measurement Time

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,1737377; 20,968803; 0; 36; 0; 0; 0; 0; 0; 0; 0; 0; 765; 19:27:16

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,1737377; 20,968803; 0; 36; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:27:19

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,1737377; 20,968803; 0; 36; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:27:21

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,1737377; 20,968803; 0; 36; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:27:23

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,1737377; 20,968803; 0; 36; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:27:26

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,1739802; 20,9687666; 0; 29; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:27:28

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,1739802; 20,9687666; 0; 29; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:27:31

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,1739802; 20,9687666; 0; 29; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:27:33

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,1739802; 20,9687666; 0; 29; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:27:35

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,173963; 20,9687388; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 31; 19:27:38

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,173963; 20,9687388; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:27:40

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,173963; 20,9687388; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:27:42

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,173963; 20,9687388; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:27:44

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,173963; 20,9687388; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:27:47

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,173963; 20,9687388; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:27:49

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,173963; 20,9687388; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:27:53

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,173963; 20,9687388; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:27:56

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,173963; 20,9687388; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:27:59

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,173963; 20,9687388; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:28:02

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,173963; 20,9687388; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:28:05

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,173963; 20,9687388; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:28:08

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,173963; 20,9687388; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:28:11

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,173963; 20,9687388; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:28:14

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,173963; 20,9687388; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:28:17

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,173963; 20,9687388; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 16; 19:28:20

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,173963; 20,9687388; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:28:23

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,173963; 20,9687388; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:28:25

2; 1; 00:44; 00:00; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,173963; 20,9687388; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:28:27

