
Operation; Operation Status; Created; Accepted; Start Load; Start Drive; Start Unload; End Operation; Start Latitude; Start Longitude; Current Latitude; Current Longitude; Speed; Accuracy; Old Distance to Target; Distance to Target; Old Distance to Shengen; Distance to Shengen; Old Distance to NonShengen; Distance to NonShengen; Predicted Distance; Alert Nb; Loop Time; Measurement Time

2; 2; 11:47; 21:55; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,4082512; 20,9516857; 0; 23; 0; 0; 0; 0; 0; 0; 0; 0; 2558; 09:07:07

2; 2; 11:47; 21:55; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,4082512; 20,9516857; 0; 23; 0; 0; 0; 0; 0; 0; 0; 0; 37269; 09:07:47

2; 3; 11:47; 21:55; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,4082512; 20,9516857; 0; 23; 0; 0; 0; 0; 0; 0; 0; 0; 1560; 09:08:08

2; 3; 11:47; 21:55; 00:00; 00:00; 00:00; 00:00; 0; 0; 52,4082512; 20,9516857; 0; 23; 0; 0; 0; 0; 0; 0; 0; 0; 890; 09:08:12

2; 3; 11:47; 21:55; 09:07; 00:00; 00:00; 00:00; 0; 0; 52,4082512; 20,9516857; 0; 23; 0; 0; 0; 0; 0; 0; 0; 0; 2512; 09:08:16

2; 3; 11:47; 21:55; 09:07; 00:00; 00:00; 00:00; 0; 0; 52,4082512; 20,9516857; 0; 23; 0; 0; 0; 0; 0; 0; 0; 0; 1342; 09:08:20

2; 3; 11:47; 21:55; 09:07; 00:00; 00:00; 00:00; 0; 0; 52,4082486; 20,9516808; 0; 23; 0; 0; 0; 0; 0; 0; 0; 0; 1154; 09:08:26

2; 3; 11:47; 21:55; 09:07; 00:00; 00:00; 00:00; 0; 0; 52,4082486; 20,9516808; 0; 23; 0; 0; 0; 0; 0; 0; 0; 0; 1435; 09:08:30

2; 3; 11:47; 21:55; 09:07; 00:00; 00:00; 00:00; 0; 0; 52,4082486; 20,9516808; 0; 23; 0; 0; 0; 0; 0; 0; 0; 0; 1529; 09:08:33

2; 3; 11:47; 21:55; 09:07; 00:00; 00:00; 00:00; 0; 0; 52,4082486; 20,9516808; 0; 23; 0; 0; 0; 0; 0; 0; 0; 0; 1545143; 09:34:21
