
Operation; Operation Status; Created; Accepted; Start Load; Start Drive; Start Unload; End Operation; Start Latitude; Start Longitude; Current Latitude; Current Longitude; Speed; Accuracy; Old Distance to Target; Distance to Target; Old Distance to Shengen; Distance to Shengen; Old Distance to NonShengen; Distance to NonShengen; Predicted Distance; Alert Nb; Loop Time; Measurement Time

0; 0; ; ; ; ; ; ; 0; 0; 52,1737249; 20,9719705; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 172; 18:02:56

0; 0; ; ; ; ; ; ; 0; 0; 52,1737249; 20,9719705; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 1310; 18:03:00

0; 0; ; ; ; ; ; ; 0; 0; 52,1737249; 20,9719705; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 125; 18:03:02

0; 0; ; ; ; ; ; ; 0; 0; 52,1737249; 20,9719705; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 78; 18:03:05

0; 0; ; ; ; ; ; ; 0; 0; 52,1737249; 20,9719705; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 78; 18:03:08

0; 0; ; ; ; ; ; ; 0; 0; 52,1737249; 20,9719705; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 93; 18:03:10

0; 0; ; ; ; ; ; ; 0; 0; 52,1737249; 20,9719705; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 78; 18:03:12

0; 0; ; ; ; ; ; ; 0; 0; 52,1737249; 20,9719705; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 1170; 18:03:16

0; 0; ; ; ; ; ; ; 0; 0; 52,1737129; 20,9719665; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:03:18

0; 0; ; ; ; ; ; ; 0; 0; 52,1737129; 20,9719665; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:03:20

0; 0; ; ; ; ; ; ; 0; 0; 52,1737129; 20,9719665; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:03:23

0; 0; ; ; ; ; ; ; 0; 0; 52,1737129; 20,9719665; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 1014; 18:03:26

0; 0; ; ; ; ; ; ; 0; 0; 52,1736996; 20,971965; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:03:29

0; 0; ; ; ; ; ; ; 0; 0; 52,1736996; 20,971965; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:03:31

0; 0; ; ; ; ; ; ; 0; 0; 52,1736996; 20,971965; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 858; 18:03:34

0; 0; ; ; ; ; ; ; 0; 0; 52,1737129; 20,9719665; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 234; 18:03:37

0; 0; ; ; ; ; ; ; 0; 0; 52,1737129; 20,9719665; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 1294; 18:03:41

0; 0; ; ; ; ; ; ; 0; 0; 52,1737129; 20,9719665; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 156; 18:03:43

0; 0; ; ; ; ; ; ; 0; 0; 52,1737129; 20,9719665; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 141; 18:03:46

0; 0; ; ; ; ; ; ; 0; 0; 52,1737231; 20,971969; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 93; 18:03:48

0; 0; ; ; ; ; ; ; 0; 0; 52,1737231; 20,971969; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 889; 18:03:52

0; 0; ; ; ; ; ; ; 0; 0; 52,1737231; 20,971969; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 1451; 18:03:55

0; 0; ; ; ; ; ; ; 0; 0; 52,1737255; 20,9719694; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 141; 18:03:58

0; 0; ; ; ; ; ; ; 0; 0; 52,1737255; 20,9719694; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 110; 18:04:01

0; 0; ; ; ; ; ; ; 0; 0; 52,1737255; 20,9719694; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:04:03

0; 0; ; ; ; ; ; ; 0; 0; 52,1737255; 20,9719694; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 1170; 18:04:07

0; 0; ; ; ; ; ; ; 0; 0; 52,1737236; 20,971974; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 156; 18:04:09

0; 0; ; ; ; ; ; ; 0; 0; 52,1737236; 20,971974; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 1279; 18:04:13

0; 0; ; ; ; ; ; ; 0; 0; 52,1737236; 20,971974; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 1498; 18:04:17

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 1280; 18:04:20

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 265; 18:04:23

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 889; 18:04:27

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 1435; 18:04:30

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 1295; 18:04:34

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:04:37

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 1606; 18:04:41

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 921; 18:04:44

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 905; 18:04:47

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 140; 18:04:49

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 858; 18:04:53

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 920; 18:04:56

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 125; 18:04:58

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 842; 18:05:02

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 219; 18:05:04

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 952; 18:05:08

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 125; 18:05:10

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:05:13

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 812; 18:05:16

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 156; 18:05:18

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 780; 18:05:21

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 125; 18:05:24

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 78; 18:05:26

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 78; 18:05:29

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 795; 18:05:32

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 94; 18:05:34

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 811; 18:05:37

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 156; 18:05:40

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 796; 18:05:43

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 826; 18:05:46

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:05:49

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 765; 18:05:52

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 187; 18:05:55

0; 0; ; ; ; ; ; ; 0; 0; 52,1737662; 20,9719025; 0; 172; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:05:57

0; 0; ; ; ; ; ; ; 0; 0; 52,1737678; 20,971928; 0; 173; 0; 0; 0; 0; 0; 0; 0; 0; 78; 18:06:00

0; 0; ; ; ; ; ; ; 0; 0; 52,1737678; 20,971928; 0; 173; 0; 0; 0; 0; 0; 0; 0; 0; 125; 18:06:02

0; 0; ; ; ; ; ; ; 0; 0; 52,1737678; 20,971928; 0; 173; 0; 0; 0; 0; 0; 0; 0; 0; 78; 18:06:05

0; 0; ; ; ; ; ; ; 0; 0; 52,1737678; 20,971928; 0; 173; 0; 0; 0; 0; 0; 0; 0; 0; 749; 18:06:08

0; 0; ; ; ; ; ; ; 0; 0; 52,173727; 20,9719509; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:06:10

0; 0; ; ; ; ; ; ; 0; 0; 52,173727; 20,9719509; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 1591; 18:06:14

0; 0; ; ; ; ; ; ; 0; 0; 52,173727; 20,9719509; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 141; 18:06:17

0; 0; ; ; ; ; ; ; 0; 0; 52,1737249; 20,9719542; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 94; 18:06:19

0; 0; ; ; ; ; ; ; 0; 0; 52,1737249; 20,9719542; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 780; 18:06:23

0; 0; ; ; ; ; ; ; 0; 0; 52,1737249; 20,9719542; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:06:25

0; 0; ; ; ; ; ; ; 0; 0; 52,1737249; 20,9719542; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 2153; 18:06:30

0; 0; ; ; ; ; ; ; 0; 0; 52,1737336; 20,9719501; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 982; 18:06:33

0; 0; ; ; ; ; ; ; 0; 0; 52,1737336; 20,9719501; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 94; 18:06:36

0; 0; ; ; ; ; ; ; 0; 0; 52,1737336; 20,9719501; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 827; 18:06:39

0; 0; ; ; ; ; ; ; 0; 0; 52,1737301; 20,9719568; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 171; 18:06:41

0; 0; ; ; ; ; ; ; 0; 0; 52,1737301; 20,9719568; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 1076; 18:06:45

0; 0; ; ; ; ; ; ; 0; 0; 52,1737301; 20,9719568; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 889; 18:06:48

0; 0; ; ; ; ; ; ; 0; 0; 52,1737301; 20,9719568; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 125; 18:06:51

0; 0; ; ; ; ; ; ; 0; 0; 52,1737301; 20,9719568; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 1014; 18:06:54

0; 0; ; ; ; ; ; ; 0; 0; 52,1737301; 20,9719568; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 78; 18:06:57

0; 0; ; ; ; ; ; ; 0; 0; 52,1737301; 20,9719568; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 1295; 18:07:00

0; 0; ; ; ; ; ; ; 0; 0; 52,1737295; 20,9719527; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 890; 18:07:04

0; 0; ; ; ; ; ; ; 0; 0; 52,1737295; 20,9719527; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:07:06

0; 0; ; ; ; ; ; ; 0; 0; 52,1737295; 20,9719527; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 873; 18:07:10

0; 0; ; ; ; ; ; ; 0; 0; 52,1737277; 20,9719505; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 2543; 18:07:14

0; 0; ; ; ; ; ; ; 0; 0; 52,1737277; 20,9719505; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 858; 18:07:18

0; 0; ; ; ; ; ; ; 0; 0; 52,1737301; 20,9719568; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 234; 18:07:20

0; 0; ; ; ; ; ; ; 0; 0; 52,1737301; 20,9719568; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 795; 18:07:24

0; 0; ; ; ; ; ; ; 0; 0; 52,1737301; 20,9719568; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 951; 18:07:27

0; 0; ; ; ; ; ; ; 0; 0; 52,1737301; 20,9719568; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:07:29

0; 0; ; ; ; ; ; ; 0; 0; 52,1737301; 20,9719568; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 94; 18:07:32

0; 0; ; ; ; ; ; ; 0; 0; 52,1737301; 20,9719568; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 1466; 18:07:36

0; 0; ; ; ; ; ; ; 0; 0; 52,1737301; 20,9719568; 0; 163; 0; 0; 0; 0; 0; 0; 0; 0; 920; 18:07:40

0; 0; ; ; ; ; ; ; 0; 0; 52,1740511; 20,9692957; 0; 274; 0; 0; 0; 0; 0; 0; 0; 0; 125; 18:07:42

0; 0; ; ; ; ; ; ; 0; 0; 52,1740511; 20,9692957; 0; 274; 0; 0; 0; 0; 0; 0; 0; 0; 842; 18:07:45

0; 0; ; ; ; ; ; ; 0; 0; 52,1740511; 20,9692957; 0; 274; 0; 0; 0; 0; 0; 0; 0; 0; 858; 18:07:49

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 93; 18:07:52

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 749; 18:07:55

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 796; 18:07:58

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 983; 18:08:02

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 78; 18:08:04

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:08:07

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 93; 18:08:09

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 63; 18:08:11

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 78; 18:08:14

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 795; 18:08:17

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 125; 18:08:20

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 156; 18:08:22

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:08:25

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 110; 18:08:27

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 94; 18:08:30

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 78; 18:08:32

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 140; 18:08:35

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:08:37

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 842; 18:08:40

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 94; 18:08:43

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:08:46

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 905; 18:08:49

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 811; 18:08:52

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 999; 18:08:56

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 93; 18:08:58

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:09:01

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:09:03

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 998; 18:09:07

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 842; 18:09:10

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 140; 18:09:13

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 999; 18:09:16

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 140; 18:09:19

0; 0; ; ; ; ; ; ; 0; 0; 52,1739576; 20,9702707; 0; 192; 0; 0; 0; 0; 0; 0; 0; 0; 780; 18:09:22

0; 0; ; ; ; ; ; ; 0; 0; 52,1740289; 20,9692728; 0; 45; 0; 0; 0; 0; 0; 0; 0; 0; 93; 18:09:24

0; 0; ; ; ; ; ; ; 0; 0; 52,1740289; 20,9692728; 0; 45; 0; 0; 0; 0; 0; 0; 0; 0; 109; 18:09:27

0; 0; ; ; ; ; ; ; 0; 0; 52,1740289; 20,9692728; 0; 45; 0; 0; 0; 0; 0; 0; 0; 0; 78; 18:09:29

0; 0; ; ; ; ; ; ; 0; 0; 52,1740289; 20,9692728; 0; 45; 0; 0; 0; 0; 0; 0; 0; 0; 125; 18:09:32

0; 0; ; ; ; ; ; ; 0; 0; 52,1737153; 20,9718936; 0; 160; 0; 0; 0; 0; 0; 0; 0; 0; 999; 18:09:35

0; 0; ; ; ; ; ; ; 0; 0; 52,1737153; 20,9718936; 0; 160; 0; 0; 0; 0; 0; 0; 0; 0; 156; 18:09:38

0; 0; ; ; ; ; ; ; 0; 0; 52,1737153; 20,9718936; 0; 160; 0; 0; 0; 0; 0; 0; 0; 0; 843; 18:09:41

0; 0; ; ; ; ; ; ; 0; 0; 52,1736408; 20,9718513; 0; 159; 0; 0; 0; 0; 0; 0; 0; 0; 156; 18:09:43

0; 0; ; ; ; ; ; ; 0; 0; 52,1736408; 20,9718513; 0; 159; 0; 0; 0; 0; 0; 0; 0; 0; 858; 18:09:47

0; 0; ; ; ; ; ; ; 0; 0; 52,1736408; 20,9718513; 0; 159; 0; 0; 0; 0; 0; 0; 0; 0; 796; 18:09:50

0; 0; ; ; ; ; ; ; 0; 0; 52,1736408; 20,9718513; 0; 159; 0; 0; 0; 0; 0; 0; 0; 0; 94; 18:09:52

0; 0; ; ; ; ; ; ; 0; 0; 52,1737409; 20,9719043; 0; 160; 0; 0; 0; 0; 0; 0; 0; 0; 889; 18:09:56

0; 0; ; ; ; ; ; ; 0; 0; 52,1737409; 20,9719043; 0; 160; 0; 0; 0; 0; 0; 0; 0; 0; 796; 18:09:59

