
Operation; Operation Status; Created; Accepted; Start Load; Start Drive; Start Unload; End Operation; Start Latitude; Start Longitude; Current Latitude; Current Longitude; Speed; Accuracy; Old Distance to Target; Distance to Target; Old Distance to Shengen; Distance to Shengen; Old Distance to NonShengen; Distance to NonShengen; Predicted Distance; Alert Nb; Loop Time; Measurement Time

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 374; 19:18:22

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:18:24

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:18:26

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:18:28

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:18:30

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 983; 19:18:33

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:18:35

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:18:38

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:18:40

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:18:42

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 484; 19:18:45

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:18:47

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:18:50

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:18:52

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:18:54

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 920; 19:18:58

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:19:00

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:19:02

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:19:05

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19:19:07

1; 1; 18:49; 00:00; 00:00; 00:00; 00:00; ; ; ; 52,1739504; 20,9718542; 0; 152; 0; 0; 0; 0; 0; 0; 0; 0; 764; 19:19:10
