
Operation; Operation Status; Created; Accepted; Start Load; Start Drive; Start Unload; End Operation; Start Latitude; Start Longitude; Current Latitude; Current Longitude; Speed; Accuracy; Old Distance to Target; Distance to Target; Old Distance to Shengen; Distance to Shengen; Old Distance to NonShengen; Distance to NonShengen; Predicted Distance; Alert Nb; Loop Time; Measurement Time

2; 3; 15:04; 20:23; 20:33; 00:00; 00:00; 00:00; 0; 0; 52,1726559; 21,0661332; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 624; 21:33:05

2; 3; 15:04; 20:23; 20:33; 00:00; 00:00; 00:00; 0; 0; 52,1726559; 21,0661332; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21:33:20

2; 3; 15:04; 20:23; 20:33; 00:00; 00:00; 00:00; 0; 0; 52,1726559; 21,0661332; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21:33:22

2; 3; 15:04; 20:23; 20:33; 00:00; 00:00; 00:00; 0; 0; 52,1726559; 21,0661332; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21:33:25

2; 3; 15:04; 20:23; 20:33; 00:00; 00:00; 00:00; 0; 0; 52,1726559; 21,0661332; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21:33:27

2; 3; 15:04; 20:23; 20:33; 00:00; 00:00; 00:00; 0; 0; 52,1726559; 21,0661332; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21:33:29

2; 3; 15:04; 20:23; 20:33; 00:00; 00:00; 00:00; 0; 0; 52,1726559; 21,0661332; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21:33:31

2; 3; 15:04; 20:23; 20:33; 00:00; 00:00; 00:00; 0; 0; 52,1726559; 21,0661332; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21:33:34

2; 3; 15:04; 20:23; 20:33; 00:00; 00:00; 00:00; 0; 0; 52,1726559; 21,0661332; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21:33:36

2; 3; 15:04; 20:23; 20:33; 00:00; 00:00; 00:00; 0; 0; 52,1726559; 21,0661332; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21:33:38

2; 3; 15:04; 20:23; 20:33; 00:00; 00:00; 00:00; 0; 0; 52,1726559; 21,0661332; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21:33:40

2; 3; 15:04; 20:23; 20:33; 00:00; 00:00; 00:00; 0; 0; 52,1726559; 21,0661332; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21:33:43

2; 3; 15:04; 20:23; 20:33; 00:00; 00:00; 00:00; 0; 0; 52,1726559; 21,0661332; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21:33:45

2; 3; 15:04; 20:23; 20:33; 00:00; 00:00; 00:00; 0; 0; 52,1726559; 21,0661332; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21:33:47

2; 3; 15:04; 20:23; 20:33; 00:00; 00:00; 00:00; 0; 0; 52,1726559; 21,0661332; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21:33:50

2; 3; 15:04; 20:23; 20:33; 00:00; 00:00; 00:00; 0; 0; 52,1726559; 21,0661332; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21:33:52

2; 3; 15:04; 20:23; 20:33; 00:00; 00:00; 00:00; 0; 0; 52,1726559; 21,0661332; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21:33:54

2; 3; 15:04; 20:23; 20:33; 00:00; 00:00; 00:00; 0; 0; 52,1726559; 21,0661332; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21:33:56

2; 3; 15:04; 20:23; 20:33; 00:00; 00:00; 00:00; 0; 0; 52,1726559; 21,0661332; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21:33:59
